订单号,订单日期,顾客姓名,订单等级,订单数量,销售额,折扣点,运输方式,利润额,单价,运输成本,区域,省份,城市,产品类别,产品子类别,产品名称,产品包箱,运送日期
928,2015/3/1,贺军翔,低级,21,1222.68,0.06,空运,300.97,59.98,3.99,华东,浙江,杭州,办公用品,家用电器,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,小型箱子,2015/3/6
928,2015/3/1,贺军翔,低级,26,390.2,0.02,空运,45,14.58,7.4,华东,安徽,合肥,家具产品,办公装饰品,DAX Clear Channel Poster Frame,小型箱子,2015/3/3
929,2016/10/1,赵磊,高级,21,227.66,0.04,火车,-100.16,10.97,6.5,华南,广东,汕头,技术产品,电脑配件,Micro Innovations 104 Keyboard,小型箱子,2016/10/4
929,2016/10/1,赵磊,高级,39,84.33,0.04,火车,-64.29,2.08,2.56,华南,广东,汕头,办公用品,剪刀，尺子，锯,Kleencut? Forged Office Shears by Acme United Corporation,小型包裹,2016/10/3
930,2013/12/16,殷子涵,中级,22,922.39,0.03,空运,-41.64,41.32,58.66,华南,广东,汕头,家具产品,办公装饰品,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",中型箱子,2013/12/17
930,2013/12/16,殷子涵,中级,11,79.19,0,火车,13.91,6.88,2,华南,广东,汕头,办公用品,纸张,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",打包纸袋,2013/12/16
933,2016/8/4,邱梦霞,其它,15,80.61,0.02,火车,-4.715,5.28,2.99,华南,广西,南宁,办公用品,夹子及其配件 ,Wilson Jones 1" Hanging DublLock? Ring Binders,小型箱子,2016/8/4
960,2013/9/20,肖杜明,中级,46,605.97,0.07,火车,-22.72,13.73,6.85,华南,广西,南宁,家具产品,办公装饰品,DAX Wood Document Frame.,打包纸袋,2013/9/21
962,2013/5/5,蔡松敏,低级,33,4064.05,0.06,火车,1408.1865,122.99,19.99,华北,河北,石家庄,办公用品,夹子及其配件 ,GBC Therma-A-Bind 250T Electric Binding System,小型箱子,2013/5/7
962,2013/5/5,蔡松敏,低级,47,3213.87,0.08,大卡,-1069.72,68.81,60,华北,内蒙古,呼和浩特,办公用品,家用电器,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",巨型木箱,2013/5/7
964,2015/5/19,邓宇,中级,50,315.02,0.02,火车,95.1575,5.98,1.49,华北,内蒙古,呼和浩特,办公用品,夹子及其配件 ,Avery Hanging File Binders,小型箱子,2015/5/21
964,2015/5/19,邓宇,中级,4,40.02,0.02,火车,-1.28,9.93,1.09,东北,辽宁,沈阳,办公用品,笔、美术用品,Peel-Off? China Markers,打包纸袋,2015/5/21
965,2015/5/14,张婷莹,低级,42,11230.25,0.07,大卡,-679.044366,280.98,35.67,东北,辽宁,沈阳,家具产品,桌子,Global Adaptabilities? Conference Tables,巨型纸箱,2015/5/21
967,2016/6/20,张俊鹏,中级,6,90.56,0.03,火车,-37.584,13.99,7.51,华南,广西,南宁,技术产品,办公机器,Sharp EL500L Fraction Calculator,中型箱子,2016/6/22
967,2016/6/20,张俊鹏,中级,42,1634.9,0.01,火车,502.42,37.74,2.9,华南,广西,南宁,办公用品,笔、美术用品,Panasonic KP-150 Electric Pencil Sharpener,小型包裹,2016/6/21
967,2016/6/20,张俊鹏,中级,48,11278.18,0.01,大卡,1836.81,227.55,32.48,华南,湖北,武汉,家具产品,桌子,Hon Rectangular Conference Tables,巨型纸箱,2016/6/23
994,2013/4/19,张武艺,低级,38,132.07,0.06,火车,14,3.58,1.63,华南,海南,海口,办公用品,橡皮筋,"OIC Colored Binder Clips, Assorted Sizes",打包纸袋,2013/4/23
995,2015/5/30,陶蔚红,中级,46,1815.49,0.03,火车,782.91,39.89,3.04,华南,海南,海口,家具产品,办公装饰品,Ultra Commercial Grade Dual Valve Door Closer,打包纸袋,2015/5/31
998,2013/11/25,吴天骄,其它,16,248.26,0.07,火车,93.8,15.74,1.39,华南,广西,南宁,办公用品,信封,#10-4 1/8" x 9 1/2" Premium Diagonal Seam Envelopes,小型箱子,2013/11/26
999,2014/9/4,林钊,低级,6,583.64,0.08,火车,-179.5,95.43,19.99,西北,陕西,西安,办公用品,容器，箱子,Fellowes Stor/Drawer? Steel Plus? Storage Drawers,小型箱子,2014/9/11
1027,2016/6/2,李绵红,中级,19,1406.15,0.04,大卡,-379.1,70.98,46.74,华东,浙江,杭州,家具产品,书架,"Hon Metal Bookcases, Putty",巨型纸箱,2016/6/4
1028,2013/1/5,田凤琴,高级,6,165.75,0.03,火车,-28.46,28.48,1.99,华东,安徽,合肥,技术产品,电脑配件,"Memorex 4.7GB DVD+RW, 3/Pack",小型包裹,2013/1/6
1028,2013/1/5,田凤琴,高级,11,2021.147,0.01,火车,-60.39,205.99,5.99,华东,上海,上海,技术产品,电话通信产品,3285,小型箱子,2013/1/7
1031,2013/8/31,刘珩,中级,34,226.1,0,火车,-52.21,6.37,5.19,华东,Jiangsu,南京,办公用品,夹子及其配件 ,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",小型箱子,2013/9/2
1057,2016/2/19,谢大智,中级,41,341.36,0.09,火车,-52.48,8.46,3.62,华南,广东,汕头,技术产品,电脑配件,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",小型包裹,2016/2/21
1058,2014/4/25,周皓云,中级,3,469.438,0.07,火车,-888.162,195.99,8.99,华南,湖南,长沙,技术产品,电话通信产品,T28 WORLD,小型箱子,2014/4/26
1059,2013/2/26,张治灿,中级,22,127.33,0.02,火车,5.2955,5.34,2.99,华南,广东,汕头,办公用品,夹子及其配件 ,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,小型箱子,2013/2/28
1059,2013/2/26,张治灿,中级,24,990.1,0.03,火车,310.216,40.98,7.47,华南,湖北,武汉,办公用品,夹子及其配件 ,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",小型箱子,2013/2/27
1060,2014/2/20,郑帅,中级,30,1187.55,0,火车,532.61,37.7,2.99,东北,辽宁,沈阳,办公用品,夹子及其配件 ,Vinyl Sectional Post Binders,小型箱子,2014/2/22
1088,2016/5/20,张槟   ,低级,13,269.02,0.1,火车,-112,20.97,6.5,华北,天津,天津 ,技术产品,电脑配件,Microsoft Internet Keyboard,小型箱子,2016/5/27
1095,2015/8/21,魏学涛,中级,28,142.18,0.07,火车,-50.14,4.98,4.72,华南,河南,郑州,办公用品,纸张,Xerox 1949,小型箱子,2015/8/23
1127,2015/9/18,杨光,其它,48,5340.5,0.01,火车,1215.28,110.98,13.99,华北,内蒙古,呼和浩特,家具产品,办公装饰品,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",中型箱子,2015/9/19
1154,2016/2/14,闯洋,中级,44,4462.23,0.04,大卡,440.72,100.98,26.22,华南,河南,郑州,家具产品,书架,Hon 4-Shelf Metal Bookcases,巨型纸箱,2016/2/16
1154,2016/2/14,张子良,中级,11,663.784,0.25,火车,-481.041,71.37,69,华南,广西,南宁,家具产品,桌子,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",大型箱子,2016/2/16
1154,2016/2/14,张子良,中级,23,115.1,0.02,火车,53.13,4.91,0.5,华北,天津,天津 ,办公用品,标签,Avery 493,小型箱子,2016/2/16
1154,2016/2/14,闯洋,中级,7,516.65,0.01,空运,57.1,70.97,3.5,华东,Jiangsu,南京,办公用品,家用电器,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,小型箱子,2016/2/15
1185,2016/8/23,邓鹏,低级,7,374.78,0.09,火车,20.03,55.48,14.3,华北,山西,太原,办公用品,纸张,Xerox 194,小型箱子,2016/8/27
1187,2016/11/19,韩北平,中级,14,222.91,0.05,火车,20.21,15.98,4,华北,山西,太原,技术产品,电脑配件,Logitech Access Keyboard,小型箱子,2016/11/20
1189,2013/4/8,展大鹏,中级,27,129.1,0,火车,-59.82,4.42,4.99,东北,辽宁,沈阳,办公用品,信封,Grip Seal Envelopes,小型箱子,2013/4/9
1191,2015/11/6,贾明波,中级,35,3532.96,0.08,大卡,-243.60336,100.8,60,西南,重庆,重庆,家具产品,桌子,Barricks 18" x 48" Non-Folding Utility Table with Bottom Storage Shelf,巨型木箱,2015/11/7
1217,2016/4/25,黄锦悦,其它,25,662.16,0.07,火车,185.21,28.48,1.99,华南,海南,海口,技术产品,电脑配件,"Memorex 4.7GB DVD+RW, 3/Pack",小型包裹,2016/4/26
1218,2013/6/19,胡庆平,其它,3,46.46,0.1,火车,-25.13,14.42,6.75,华南,海南,海口,办公用品,家用电器,Holmes Odor Grabber,中型箱子,2013/6/22
1221,2016/4/18,韩庆峰,其它,1,14.68,0.06,火车,-13.777,8.6,6.19,华南,湖北,武汉,办公用品,夹子及其配件 ,Avery Printable Repositionable Plastic Tabs,小型箱子,2016/4/18
1221,2016/4/18,韩庆峰,其它,11,10145.14,0.03,火车,3724.5725,896.99,19.99,华南,广西,南宁,办公用品,夹子及其配件 ,GBC DocuBind TL300 Electric Binding System,小型箱子,2016/4/20
1221,2016/4/18,韩庆峰,其它,16,68.45,0.08,火车,-57.8795,4.24,5.41,华南,湖北,武汉,办公用品,夹子及其配件 ,Storex DuraTech Recycled Plastic Frosted Binders,小型箱子,2016/4/20
1222,2014/2/4,杨婷,中级,48,257.39,0.08,火车,-121.91,5.28,5.57,华南,广西,南宁,办公用品,纸张,Xerox 1981,小型箱子,2014/2/4
1253,2014/1/25,王国宇,中级,15,494.34,0.05,火车,-30.19,31.98,6.72,西北,甘肃,兰州,办公用品,容器，箱子,Fellowes Bankers Box? Stor/Drawer? Steel Plus?,小型箱子,2014/1/25
1280,2014/1/10,郑帅,低级,40,827.27,0.05,火车,-170.87,20.97,6.5,华南,广西,南宁,技术产品,电脑配件,Microsoft Internet Keyboard,小型箱子,2014/1/10
1282,2016/2/27,李宇震,其它,26,892.38,0,火车,366.48,31.78,1.99,华东,浙江,杭州,技术产品,电脑配件,"Memorex 4.7GB DVD-RAM, 3/Pack",小型包裹,2016/2/29
1282,2016/2/27,李宇震,其它,10,29.41,0.01,火车,-2.06,2.78,1.34,华东,浙江,杭州,办公用品,笔、美术用品,Prang Drawing Pencil Set,打包纸袋,2016/2/29
1285,2016/5/31,邹翔然,中级,27,3874.12,0,大卡,-305.98,130.98,54.74,华南,广东,汕头,家具产品,书架,"O'Sullivan Elevations Bookcase, Cherry Finish",巨型纸箱,2016/5/31
1285,2016/5/31,邹翔然,中级,8,1452.216,0.05,大卡,-277.29,218.75,69.64,华南,广东,潮州,家具产品,桌子,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,巨型纸箱,2016/6/1
1286,2014/5/13,马立强,其它,46,234.37,0.05,火车,-144.6815,5.18,5.74,华南,广东,潮州,办公用品,夹子及其配件 ,Wilson Jones Impact Binders,小型箱子,2014/5/14
1286,2014/5/13,马立强,其它,14,1000.3565,0.06,火车,229.779,85.99,3.3,华南,湖南,长沙,技术产品,电话通信产品,Accessory20,小型包裹,2014/5/15
1287,2013/7/4,赵若男,高级,39,3908.65,0.06,火车,480.57,105.29,10.12,华南,湖北,武汉,家具产品,办公装饰品,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,大型箱子,2013/7/6
1313,2013/9/12,李云峰,中级,34,840.07,0,火车,-83.75,22.84,16.92,华北,河北,石家庄,办公用品,纸张,Xerox 1973,小型箱子,2013/9/14
1314,2013/5/12,黄锦凯,中级,4,42.58,0,火车,-7.61,9.27,4.39,华东,浙江,杭州,办公用品,纸张,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",打包纸袋,2013/5/14
1317,2015/5/18,韩民,高级,44,523.42,0.06,火车,39.423,11.7,5.63,华东,安徽,合肥,办公用品,夹子及其配件 ,Fellowes Binding Cases,小型箱子,2015/5/20
1317,2015/5/18,韩民,高级,40,192.54,0.08,火车,-186.73,4.98,7.44,华东,福建,福州,办公用品,纸张,Xerox 1922,小型箱子,2015/5/19
1317,2015/5/18,韩民,高级,29,156.7,0.06,火车,-76.64,5.28,5.57,华东,福建,福州,办公用品,纸张,Xerox 1981,小型箱子,2015/5/20
1344,2016/4/15,邹捷瑜,低级,15,834.904,0.06,火车,-11.682,65.99,5.26,华北,山西,太原,技术产品,电话通信产品,g520,小型箱子,2016/4/22
1344,2016/4/15,邹捷瑜,低级,18,2480.9205,0.01,火车,313.578,155.99,8.99,东北,辽宁,沈阳,技术产品,电话通信产品,LX 788,小型箱子,2016/4/19
1345,2016/10/27,杨成,低级,24,2443.85,0.08,大卡,-120.85,100.98,35.84,东北,辽宁,沈阳,家具产品,书架,"Bush Westfield Collection Bookcases, Fully Assembled",巨型纸箱,2016/10/31
1346,2016/6/17,杨雅,高级,48,4789.89,0.09,大卡,421.15,100.98,26.22,西南,贵州,贵阳,家具产品,书架,Hon 4-Shelf Metal Bookcases,巨型纸箱,2016/6/19
1382,2014/8/16,胡昆,低级,5,89.335,0.06,火车,-107.096,20.99,2.5,华南,海南,海口,技术产品,电话通信产品,Accessory37,打包纸袋,2014/8/20
1382,2014/8/16,胡昆,低级,39,158.46,0.06,火车,-130.663,3.98,5.26,华北,天津,天津 ,办公用品,夹子及其配件 ,Ibico Presentation Index for Binding Systems,小型箱子,2014/8/23
1382,2014/8/16,胡昆,低级,31,7180.83,0.02,大卡,487.17,220.98,64.66,西北,陕西,西安,家具产品,书架,"Bush Cubix Collection Bookcases, Fully Assembled",巨型纸箱,2014/8/23
1383,2014/4/26,马明丽,高级,43,17129.97,0.07,火车,5616.08,415.88,11.37,华东,浙江,杭州,办公用品,容器，箱子,Deluxe Rollaway Locking File with Drawer,小型箱子,2014/4/27
1411,2013/12/20,魏礼岩,高级,39,5748.2,0.09,大卡,-459.86,160.98,35.02,华南,广东,潮州,家具产品,书架,Rush Hierlooms Collection Rich Wood Bookcases,巨型纸箱,2013/12/21
1411,2013/12/20,魏礼岩,高级,47,6717.9325,0.09,火车,1717.893,175.99,4.99,华南,广东,潮州,技术产品,电话通信产品,5165,小型箱子,2013/12/22
1412,2014/3/12,郑则强,其它,13,59.03,0.1,空运,26.92,3.69,0.5,华北,北京,北京 ,办公用品,标签,Avery 52,小型箱子,2014/3/14
1412,2014/3/12,郑则强,其它,21,97.48,0.05,火车,-5.77,4.71,0.7,华南,海南,海口,办公用品,橡皮筋,Plymouth Boxed Rubber Bands by Plymouth,打包纸袋,2014/3/14
1414,2015/8/15,王一楠 ,中级,44,4530.96,0.07,大卡,-993.35,105.49,41.64,华南,广西,南宁,家具产品,桌子,Balt Solid Wood Rectangular Table,巨型纸箱,2015/8/15
1440,2015/8/9,韩嫕,低级,41,726.22,0.01,火车,52.47,17.67,8.99,东北,吉林,长春,家具产品,办公装饰品,Executive Impressions 12" Wall Clock,小型包裹,2015/8/11
1444,2013/12/5,冯丽冰,中级,32,21717.36,0.06,空运,8249.86,699.99,24.49,华南,广东,潮州,技术产品,复印机、传真机,Canon PC1060 Personal Laser Copier,大型箱子,2013/12/7
1444,2013/12/5,冯丽冰,中级,13,15823.27,0.04,大卡,1759.34,1360.14,14.7,华北,北京,北京 ,技术产品,办公机器,Okidata ML395C Color Dot Matrix Printer,巨型木箱,2013/12/8
1444,2013/12/5,冯丽冰,中级,2,21.44,0.02,火车,-13.67,6.48,8.74,华北,山西,太原,办公用品,纸张,Xerox 1984,小型箱子,2013/12/7
1444,2013/12/5,冯丽冰,中级,24,416.4,0.02,火车,24.33,17.15,4.96,华北,内蒙古,呼和浩特,办公用品,容器，箱子,Advantus Rolling Storage Box,小型箱子,2013/12/7
1444,2013/12/5,冯丽冰,中级,25,772.24,0.07,火车,181.98,30.98,8.74,华北,山西,太原,办公用品,纸张,Xerox 1979,小型箱子,2013/12/6
1445,2015/1/9,赵和,中级,3,1326.09,0,火车,-20.5505,420.98,19.99,华北,山西,太原,办公用品,夹子及其配件 ,GBC DocuBind 200 Manual Binding Machine,小型箱子,2015/1/12
1445,2015/1/9,赵和,中级,30,339.49,0.08,火车,-74.21,11.97,5.81,华北,内蒙古,呼和浩特,办公用品,笔、美术用品,Staples SlimLine Pencil Sharpener,小型包裹,2015/1/11
1447,2016/10/14,刘湘琪,高级,40,2135.9735,0.07,火车,239.4,65.99,8.99,东北,吉林,长春,技术产品,电话通信产品,SC-3160,小型箱子,2016/10/17
1504,2016/8/27,崔云浩,中级,31,293.18,0.08,火车,64.22,10.01,1.99,东北,辽宁,沈阳,技术产品,电脑配件,TDK 4.7GB DVD-R,小型包裹,2016/8/28
1507,2014/10/13,郭玲玲,中级,29,4345.86,0.09,火车,126.62,152.48,4,东北,吉林,长春,技术产品,电脑配件,Adesso Programmable 142-Key Keyboard,小型箱子,2014/10/15
1537,2016/2/14,鲁菁菁,其它,5,16.6,0.07,火车,-20.2975,2.16,6.05,华南,海南,海口,办公用品,夹子及其配件 ,Peel & Stick Add-On Corner Pockets,小型箱子,2016/2/14
1538,2015/6/17,金相城,其它,15,1297.304,0,火车,149.823,95.99,4.9,华南,河南,郑州,技术产品,电话通信产品,T60,小型箱子,2015/6/18
1539,2015/3/9,祁新平,低级,33,511.83,0.1,火车,-172.8795,15.99,13.18,华南,河南,郑州,办公用品,夹子及其配件 ,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",小型箱子,2015/3/11
1539,2015/3/9,祁新平,低级,38,184.99,0.05,火车,-144.55,4.89,4.93,华南,广西,南宁,技术产品,电脑配件,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",小型包裹,2015/3/14
1540,2016/8/4,周飞,高级,30,80.9,0.09,火车,5.76,2.88,0.7,华南,广西,南宁,办公用品,笔、美术用品,Newell 335,打包纸袋,2016/8/6
1542,2014/9/14,周文龙,中级,47,2150.25,0.06,火车,586.93,48.58,3.99,华南,河南,郑州,办公用品,家用电器,Belkin Premiere Surge Master II 8-outlet surge protector,小型箱子,2014/9/16
1542,2014/9/14,周文龙,中级,13,448,0.08,火车,27.2,35.51,6.31,华南,海南,海口,办公用品,容器，箱子,Steel Personal Filing/Posting Tote,小型箱子,2014/9/16
1573,2016/12/27,姜昊,高级,13,759.94,0.09,大卡,-226.45,60.89,32.41,华南,广西,南宁,家具产品,椅子,"Global Push Button Manager's Chair, Indigo",巨型木箱,2016/12/29
1575,2015/9/12,唐晨,中级,26,133.65,0.05,火车,56.28,4.98,0.8,华南,广西,南宁,办公用品,纸张,Rediform S.O.S. Phone Message Books,打包纸袋,2015/9/14
1575,2015/9/12,唐晨,中级,10,525.674,0.08,火车,-147.015,65.99,5.26,华南,海南,海口,技术产品,电话通信产品,8860,小型箱子,2015/9/14
1600,2014/3/2,郝磊,中级,32,303.59,0.1,火车,-45.99,9.65,6.22,华北,北京,北京 ,家具产品,办公装饰品,"Eldon Expressions? Desk Accessory, Wood Pencil Holder, Oak",小型箱子,2014/3/4
1600,2014/3/2,郝磊,中级,36,191.6,0.04,火车,-150.74,4.98,7.44,西北,宁夏,银川,办公用品,纸张,Xerox 1922,小型箱子,2014/3/3
1604,2014/7/16,刘波,低级,47,622.82,0,火车,128.88,12.64,4.98,华东,浙江,杭州,家具产品,办公装饰品,Nu-Dell Executive Frame,小型包裹,2014/7/16
1637,2015/2/7,胡炎,其它,36,1225.52,0.1,空运,-1191.13,35.48,35,华东,山东,菏泽,办公用品,容器，箱子,Belkin OmniView SE Rackmount Kit,大型箱子,2015/2/7
1637,2015/2/7,胡炎,其它,10,1024.29,0.07,火车,-95.52,99.99,19.99,华南,广东,潮州,技术产品,电脑配件,US Robotics 56K V.92 External Faxmodem,小型箱子,2015/2/7
1637,2015/2/7,胡炎,其它,47,1348.57,0.08,火车,19.57,30.98,8.99,华南,广东,潮州,办公用品,笔、美术用品,"Boston School Pro Electric Pencil Sharpener, 1670",小型包裹,2015/2/9
1639,2015/8/19,方明刚,其它,24,163.14,0.09,火车,-62.2,6.78,6.18,华南,广东,潮州,办公用品,纸张,Strathmore Photo Mount Cards,小型箱子,2015/8/20
1665,2013/5/7,刘宇飞,高级,26,755.6075,0.05,火车,149.166,35.99,1.1,华南,广东,潮州,技术产品,电话通信产品,Accessory35,小型箱子,2013/5/9
1666,2015/10/17,隋作鑫 ,中级,19,5642.18,0.09,空运,1996.6755,315.98,19.99,华北,山西,太原,办公用品,夹子及其配件 ,GBC ProClick? 150 Presentation Binding System,小型箱子,2015/10/19
1699,2014/12/29,谢鸣,中级,40,430.88,0.05,火车,39,11.09,5.25,华东,福建,福州,办公用品,信封,#10 Self-Seal White Envelopes,小型箱子,2015/3/23
1701,2016/5/18,魏松敏,高级,49,2047.58,0.01,火车,902.62,40.98,1.99,华南,广西,南宁,技术产品,电脑配件,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",小型包裹,2016/5/20
1701,2016/5/18,魏松敏,高级,1,56.61,0.02,火车,-22.16,40.97,14.45,华北,内蒙古,呼和浩特,家具产品,办公装饰品,Dana Halogen Swing-Arm Architect Lamp,大型箱子,2016/5/20
1702,2015/5/6,曹苑,高级,23,67.24,0.06,火车,4.9,2.84,0.93,华北,内蒙古,呼和浩特,办公用品,笔、美术用品,SANFORD Liquid Accent? Tank-Style Highlighters,打包纸袋,2015/5/7
1761,2014/12/23,祁新平,高级,25,12028.23,0.01,大卡,-547.61,449.99,49,东北,黑龙江,哈尔滨,技术产品,复印机、传真机,Canon PC940 Copier,巨型木箱,2014/12/25
1762,2013/8/19,吴媛,其它,29,857.11,0.07,火车,285.2,31.78,1.99,西南,贵州,贵阳,技术产品,电脑配件,"Memorex 4.7GB DVD-RAM, 3/Pack",小型包裹,2013/8/21
1762,2013/8/19,吴媛,其它,11,69.6,0,火车,6.46,5.98,2.5,华北,北京,北京 ,办公用品,信封,Wausau Papers Astrobrights? Colored Envelopes,小型箱子,2013/8/20
1762,2013/8/19,吴媛,其它,43,1279.505,0.1,空运,384.201,35.99,1.1,西北,宁夏,银川,技术产品,电话通信产品,Accessory35,小型箱子,2013/8/20
1764,2016/3/24,李绵红,中级,7,59.99,0.1,火车,-13.78,8.34,4.82,西北,陕西,西安,办公用品,纸张,Southworth 25% Cotton Antique Laid Paper & Envelopes,小型箱子,2016/3/27
